Rank,Movie_Title,Release_Date,Box_Office,Box_Office_Share,Cumulative_Box_Office,Audience,Cumulative_Audience,Screens,Showings,Main_Nationality,Nationality,Production_Company,Distributor,Rating,Genre,Director,Actors
102.0,트롤: 밴드 투게더,2023-12-20,3756959485.0,0.001,3756959485.0,407589.0,407589.0,845.0,15172.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,월트 도른,"안나 켄드릭,저스틴 팀버레이크,주이 디샤넬,에이미 슈머,앤드류 라넬스"
103.0,인시디어스: 빨간 문,2023-07-19,4096944506.0,0.002,4096944506.0,401656.0,401656.0,758.0,18759.0,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,공포(호러),패트릭 윌슨,"패트릭 윌슨,타이 심킨스"
104.0,싱글 인 서울,2023-11-29,3748657012.0,0.001,3748657012.0,400681.0,400681.0,917.0,32608.0,한국,한국,"(주)디씨지플러스,(주)명필름,(주)인사이트필름",롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"멜로/로맨스,코미디",박범수,"이동욱,임수정,이솜,장현성,김지영,이미도,이상이,지이수,조영진,손지나,박슬기,한종훈,강인기,윤계상,조달환,정우영,김미수,류혜린,박유밀,한사명,송훈,윤대열,임우철,홍성덕,윤혜리,조민국,이태형,황대기,안희주,장래군,박병우,방예인,설찬미,한동희,이한종,구시연,이동건,오준혁,황기석,김예지"
105.0,카운트,2023-02-22,3784714091.0,0.001,3784714091.0,398542.0,398542.0,946.0,37255.0,한국,한국,"(주)필름케이,(주)26컴퍼니",(주)씨제이이엔엠,12세이상관람가,드라마,권혁재,"진선규,김지창,성유빈,고창석,오나라,장동주,고규필,한태경,김욱인,이종화,최형태,추정훈,태인호,차순배,이준혁,이홍내,우정원,한철우,전승재,이일화,박성근,김한종,이윤희,전승재,임정민"
106.0,뽀로로 극장판 슈퍼스타 대모험,2023-12-13,3533478203.0,0.001,3533478203.0,387491.0,387491.0,850.0,18257.0,한국,한국,(주)오콘,씨제이 씨지브이(CJ CGV)(주),전체관람가,애니메이션,"윤제완,김성민","이선,이미자,함수정,홍소영,정미숙,김서영,김환진,사문영,한신,심규혁,김율,황창영"
107.0,에브리씽 에브리웨어 올 앳 원스,2022-10-12,4090246749.0,0.002,4090246749.0,385617.0,385617.0,620.0,31001.0,미국,미국,,워터홀컴퍼니(주),15세이상관람가,"액션,코미디","다니엘 콴,다니엘 쉐이너트","양자경,스테파니 수,키 호이 콴,제이미 리 커티스"
108.0,상견니,2023-01-25,3817249538.0,0.001,3817249538.0,384476.0,384476.0,699.0,34290.0,대만,대만,,"오드,리바이브콘텐츠 주식회사,씨제이 씨지브이(CJ CGV)(주)",15세이상관람가,"드라마,판타지,멜로/로맨스",황천인,"가가연,허광한,시백우"
110.0,도그데이즈,2024-02-07,3574759608.0,0.001,3574759608.0,368095.0,368095.0,847.0,27553.0,한국,한국,(주)씨제이이엔엠,(주)씨제이이엔엠,12세이상관람가,드라마,김덕민,"윤여정,유해진,김윤진,정성화,김서형,다니엘 헤니,이현우,탕준상,윤채나,김고은"
111.0,더 넌 2,2023-09-27,3754295273.0,0.001,3754295273.0,360743.0,360743.0,720.0,20965.0,미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),마이클 차베즈,"타이사 파미가,보니 아론스,조나스 블로켓,안나 팝플웰"
112.0,탄생,2022-11-30,3189107816.0,0.001,3189107816.0,356229.0,356229.0,690.0,20954.0,한국,한국,"민영화사,가톨릭문화원 ALMA ART","씨제이 씨지브이(CJ CGV)(주),(주)레드아이스 엔터테인먼트",12세이상관람가,드라마,박흥식,"윤시윤,안성기,윤경호,이문식,이호원,이경영,신정근,송지연,하경,김광규,임현수,김승훈,박지훈,성혁,백지원,최무성,차청화,남다름,이준혁,강말금,김강우,정유미,강덕중,송길호,정준환,송훈,한창현,이문빈,고봉구,김동현,이승훈,조재룡,최윤우,한바다,김용태,이경훈,최로운,최민주,김형도,김나운,나기수,강두,박주연,장민영,김여준,공현지,이용이,김대종,이호영,이용헌,오현진,김성수,김재훈,신성용,고해성,전운종,김기현,김주헌,장용원,황수진,양정인,윤지애"
113.0,소풍,2024-02-07,3109931943.0,0.001,3109931943.0,349974.0,349974.0,729.0,24453.0,한국,한국,(주)로케트필름,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,김용균,"나문희,김영옥,박근형,류승수,이항나,공상아,임지규,최선자,이용이,한태일,곽자형,정혜자,나호숙,차희,신예서,엄주연,이주미,황효은,나은미,허종오,장재용,조형우,성병숙"
114.0,인투 더 월드,2024-01-10,3170264916.0,0.001,3170264916.0,348438.0,348438.0,839.0,27036.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,벤자민 레너,"엘리자베스 뱅크스,캐롤 케인,아콰피나,쿠마일 난지아니"
115.0,버즈 라이트이어,2022-06-15,3511804460.0,0.001,3511804460.0,344774.0,344774.0,844.0,21869.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,액션,어드벤처",앵거스 맥클레인,"크리스 에반스,타이카 와이티티,피터 손"
116.0,웅남이,2023-03-22,2868959071.0,0.001,2868959071.0,314241.0,314241.0,829.0,36060.0,한국,한국,(주)영화사김치,씨제이 씨지브이(CJ CGV)(주),15세이상관람가,"코미디,액션",박성광,"박성웅,최민수,오달수,염혜란,윤제문,이이경,백지혜,서동원,한다솔,정우성,안일권,김기천,변진수,최선자,양주호,곽민호,장덕출,김광식,김종구,노기홍,정규석,정기욱,고덕원,이서율,박강토,양동혁,오지영,설도희,김미성,이광훈,허진성,이성하,정현옥,전지학,유병선,김인석,이얀,하회정,한상경,전재현,강준규,김대근,곽기훈,문웅기,류한종,이민교,양해준,박건주,소계원,장두경,송인준,인선호,문기환,정우철,장효준,정유동,노일환,홍기주,서현우"
117.0,거미집,2023-09-27,3003379576.0,0.001,3003379576.0,313686.0,313686.0,1058.0,27130.0,한국,한국,앤솔로지스튜디오(주),(주)바른손이앤에이,15세이상관람가,"코미디,드라마",김지운,"송강호,임수정,오정세,전여빈,정수정,박정수,장영남,정우성,엄태구,염혜란,김민재,김동영,김재건,장광,정인기,장남열,정기섭,김중희,김문학,조승구,이혜아,김홍국,이선우,조지승,조윤담,한서울,유민주,노아림,정미형,남지우,허영진,채하니"
118.0,던전 앤 드래곤: 도적들의 명예,2023-03-29,2935281137.0,0.001,2935281137.0,293760.0,293760.0,1105.0,34065.0,미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"액션,어드벤처,판타지",,"크리스 파인,미셸 로드리게즈,레게-장 페이지,저스티스 스미스,소피아 릴리스,휴 그랜트"
119.0,극장판 스파이 패밀리 코드 : 화이트,2024-03-20,2818495887.0,0.001,2818495887.0,282832.0,282832.0,917.0,26067.0,일본,일본,,"(주)넥스트엔터테인먼트월드(NEW),(주)대교 미디어콘텐츠사업본부",12세이상관람가,애니메이션,카타기리 타카시,"에구치 타쿠야,타네자키 아츠미,하야미 사오리"
121.0,용감한 시민,2023-10-25,2448332472.0,0.001,2448332472.0,267371.0,267371.0,887.0,30454.0,한국,한국,"스튜디오엔(주),볼미디어(주)",(주)마인드마크,15세이상관람가,"액션,드라마",박진표,"신혜선,이준영,박정우,박혁권,차청화,손숙,이중옥,이찬형,동효희,남정우,장혜조,김경룡,김소희,김정호,김혜화,김동혁,이필라,하경민,이주미"
122.0,화란,2023-10-11,2515803090.0,0.001,2515803090.0,264050.0,264050.0,976.0,35554.0,한국,한국,(주)사나이픽처스,플러스엠 엔터테인먼트,15세이상관람가,드라마,김창훈,"홍사빈,송중기,김형서,정재광,유성주,박보경,김종수,서동갑,홍서백,정만식,김홍파,표동준,정용주,이종욱,박수영,유수정,노승우,서문호,이재한,강희제,이관민,조승연,김진우,김문학,박인규"
123.0,크리에이터,2023-10-03,2775280272.0,0.001,2775280272.0,262823.0,262823.0,878.0,25149.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"SF,액션",가렛 에드워즈,"존 데이비드 워싱턴,젬마 찬"
125.0,옥수역귀신,2023-04-19,2744049700.0,0.001,2744049700.0,256520.0,256520.0,314.0,13683.0,한국,"한국,일본",(주)영화사조아,(주)스마일이엔티,15세이상관람가,"공포(호러),미스터리",정용기,"김보라,서제광,김재현,신소율,김강일,김수진,김광현,김나윤,김은민,유채련,한희택,조연호,진대연,이종성,엄채윤,박노아,이수아,박세정,한여름,최호영,강지혜,현명한,소계원,김종원,이채훈,김수현,홍성민,황지후,김구택,장준휘,박재한,이원희"
127.0,아임 히어로 더 파이널,2023-03-01,6059713000.0,0.002,6059713000.0,250702.0,250702.0,146.0,8897.0,한국,한국,씨제이포디플렉스 주식회사,"씨제이포디플렉스 주식회사,CGV ICECON",전체관람가,"공연,다큐멘터리",오윤동,임영웅
128.0,DC 리그 오브 슈퍼-펫,2022-08-10,2322641159.0,0.001,2322641159.0,248798.0,248798.0,585.0,13069.0,미국,미국,,워너브러더스 코리아(주),전체관람가,"애니메이션,액션,어드벤처","자레드 스턴,샘 레빈","드웨인 존슨,케빈 하트,키아누 리브스,존 크래신스키"
130.0,데드맨,2024-02-07,2272468704.0,0.001,2272468704.0,238235.0,238235.0,800.0,19490.0,한국,한국,"(주)팔레트픽처스,(주)사람엔터테인먼트",플러스엠 엔터테인먼트,15세이상관람가,범죄,하준원,"조진웅,김희애,이수경,권영주"
131.0,소울메이트,2023-03-15,2268860069.0,0.001,2268860069.0,234885.0,234885.0,749.0,28271.0,한국,한국,"클라이맥스 스튜디오(주),(주)앤드마크,(주)스튜디오앤뉴,(주)키이스트",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,드라마,민용근,"김다미,전소니,변우석,장혜진,박충선,허지나,류지안,강말금,현봉식,이현균,오민애,정수지,김정현,박지연,박진수,이석형,박경은,임영주,조대희,어성욱,김동인,안현정,박정환,임정균,리우진,김나윤,채윤희,조수연,김미소,김남규,이종훈,곽진석,우정환,황우상,이광호,신치영,최교식,이강진,김기정,나규비,김환영,황자능,이정철,석예린,이류경,원서영,황지선,오채은,강민지,김동원,박성연,김새벽,이유진,김경애,박찬우"
132.0,극장판 헬로카봇: 수상한 마술단의 비밀,2022-09-28,2160350817.0,0.001,2160350817.0,231236.0,231236.0,790.0,12769.0,한국,한국,"(주)초이락컨텐츠컴퍼니,스튜디오더블유바바(주)",롯데컬처웍스(주)롯데엔터테인먼트,전체관람가,애니메이션,"최신규,이슬기,정승원","이지현,조경이,김용준,양정화,조경이,엄상현,홍범기,사문영,송준석,이정구,이장원,강시현,이현,원에스더"
133.0,메간,2023-01-25,2331686898.0,0.001,2331686898.0,230874.0,230874.0,704.0,21067.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),스릴러,코미디",제라드 존스톤,"앨리슨 윌리암스,바이올렛 맥그로우"
134.0,아바타 리마스터링,2022-09-21,3895090540.0,0.001,3895090540.0,230712.0,230712.0,285.0,9881.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"SF,어드벤처,액션,전쟁",제임스 카메론,"샘 워싱턴,조 샐다나,시고니 위버,스티븐 랭"
135.0,나폴레옹,2023-12-06,2261510673.0,0.001,2261510673.0,227978.0,227978.0,822.0,18114.0,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"전쟁,드라마",리들리 스콧,"호아킨 피닉스,바네사 커비"
136.0,젠틀맨,2022-12-28,2117151503.0,0.001,2117151503.0,224718.0,224718.0,751.0,16008.0,한국,한국,"(주)트릭스터,주식회사 에이치앤드엔터테인먼트",플러스엠 엔터테인먼트,15세이상관람가,범죄,김경원,"정혜자,주지훈,박성웅,최성은,강홍석,이달,박혜은,권한솔,이서환,박지훈,표영서,장천,임성재,이현균,한사명,곽민규,김난희,송광주,김귀선,한으뜸,오아연,한동희,김은민,최희진,김승비,이화정,이훈경,마웅규,최창욱,송방호,이윤재,임종화,홍석빈,조석인,배성일,박형준,이용석,김연진,서태왕,나경철,안예은,유병선,여성환"
137.0,극장판 뽀로로와 친구들: 바이러스를 없애줘!,2022-12-01,1953049000.0,0.001,1953049000.0,216905.0,216905.0,380.0,9917.0,한국,한국,(주)오콘,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,박영균,"이선,이미자,김현지,홍소영,정미숙,김서영,김환진,이호산,엄상현"
138.0,스턴트맨,2024-05-01,2179224982.0,0.001,2179224982.0,214121.0,214121.0,801.0,17025.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"액션,코미디,멜로/로맨스",데이빗 레이치,"라이언 고슬링,에밀리 블런트,애론 테일러 존슨,윈스턴 듀크,스테파니 수,테레사 팔머"
139.0,바빌론,2023-02-01,2150176805.0,0.001,2150176805.0,213635.0,213635.0,852.0,21533.0,미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,청소년관람불가,드라마,데이미언 셔젤,"브래드 피트,마고 로비,디에고 칼바,진 스마트,조반 아데포,리 준 리,토비 맥과이어"
140.0,원피스 필름 레드,2022-11-30,2196993724.0,0.001,2196993724.0,206770.0,206770.0,550.0,15540.0,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,애니메이션,타니구치 고로,
141.0,베니스 유령 살인사건,2023-09-13,2004013347.0,0.001,2004013347.0,205102.0,205102.0,876.0,27978.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"범죄,미스터리,스릴러,공포(호러)",케네스 브래너,"케네스 브래너,양자경,제이미 도넌,티나 페이,주드 힐,켈리 라일리"
142.0,브레드이발소: 셀럽 인 베이커리타운,2024-03-01,1722437580.0,0.001,1722437580.0,201256.0,201256.0,342.0,8130.0,한국,한국,㈜브레드이발소,롯데컬처웍스(주)롯데엔터테인먼트,전체관람가,애니메이션,정지환,"엄상현,박윤희,강시현,홍범기,김현욱,송하림,조경이,정주원,윤아영,김신우"
143.0,멍뭉이,2023-03-01,1832643386.0,0.001,1832643386.0,196529.0,196529.0,649.0,15443.0,한국,한국,"(주)와이웍스엔터테인먼트,(주)돈키호테엔터테인먼트",(주)키다리스튜디오,전체관람가,드라마,김주환,"유연석,차태현"
144.0,킬링 로맨스,2023-04-14,1833415642.0,0.001,1833415642.0,191650.0,191650.0,998.0,26101.0,한국,한국,"(주)영화사 이창,쇼트케이크(주)",롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,코미디,이원석,"이상진,이하늬,이선균,공명,배유람,심달기,최준규,신민재,주광현,강학수,서정식,김영현,황대기,윤세웅,최종윤,정윤하,이서이,김준,김원진,한상철,이은주,김상욱,김상욱,오윤수,조현진,심우성,홍기주,원진호,최민국,최민국,신용식,안정호,한지호,조청원,김재호,박상원,이순성,권정우,손수호,이유진,이주성,송지훈,송태완,조애리,이도영,정동현,손주영,유요한,손선아,곽정길,정지민,김윤숙,김춘기,곽장륜,진범일,조승원,차유주,박은철,정경천,임현정,모일영,진성현,한성관,임유진,심달기,최덕문,오정세"
145.0,톡 투 미,2023-11-01,1759944371.0,0.001,1759944371.0,186426.0,186426.0,604.0,17737.0,호주,"호주,영국",,"주식회사 올랄라스토리,롯데컬처웍스(주)롯데시네마",15세이상관람가,공포(호러),"대니 필리푸,마이클 필리푸",
146.0,헝거게임: 노래하는 새와 뱀의 발라드,2023-11-15,1811452126.0,0.001,1811452126.0,185507.0,185507.0,986.0,19755.0,미국,미국,,(주)누리픽쳐스,15세이상관람가,"액션,어드벤처,SF,스릴러",프란시스 로렌스,"레이첼 지글러,톰 블라이스,헌터 샤퍼,비올라 데이비스,피터 딘클리지,제이슨 슈왈츠먼"
147.0,오멘: 저주의 시작,2024-04-03,1859296182.0,0.001,1859296182.0,180695.0,180695.0,644.0,16507.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,15세이상관람가,공포(호러),아르카샤 스티븐슨,"넬 타이거 프리,타우픽 바롬,소냐 브라가,랄프 이네슨,빌 나이"
148.0,오펀: 천사의 탄생,2022-10-12,1808746476.0,0.001,1808746476.0,177880.0,177880.0,707.0,20180.0,미국,미국,,메가박스중앙(주),15세이상관람가,"공포(호러),스릴러",윌리엄 브렌트 벨,"이사벨 퍼만,줄리아 스타일즈,로지프 서덜랜드"
149.0,극장판 엄마 까투리: 도시로 간 까투리 가족,2022-09-08,1609124999.0,0.001,1609124999.0,173896.0,173896.0,616.0,9459.0,한국,한국,(주)퍼니플럭스,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,정길훈,"김서영,이윤희,김은아,전해리,이지현,양정화,홍범기,엄상현,이현,이명호"
150.0,퍼피 구조대: 더 마이티 무비,2023-10-06,1566183076.0,0.001,1566183076.0,172545.0,172545.0,566.0,9675.0,미국,미국,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,전체관람가,"애니메이션,어드벤처",캘런 브런커,"정선혜,박지윤,신용우,문남숙,엄상현"
151.0,플라워 킬링 문,2023-10-19,1588789082.0,0.001,1588789082.0,167914.0,167914.0,719.0,14605.0,미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,청소년관람불가,"범죄,드라마",마틴 스코세이지,"레오나르도 디카프리오,로버트 드 니로"
152.0,가문의 영광: 리턴즈,2023-09-21,1608459160.0,0.001,1608459160.0,167878.0,167878.0,823.0,20003.0,한국,한국,(주)태원엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,코미디,"정태원,정용기","윤현민,유라,김수미,탁재훈,정준하,추성훈,고윤"
153.0,마루이 비디오,2023-02-22,1705521500.0,0.001,1705521500.0,165892.0,165892.0,284.0,8962.0,한국,한국,"(주)발포플랜,(주)브라더픽처스","씨제이 씨지브이(CJ CGV)(주),(주)케이티알파",15세이상관람가,"미스터리,공포(호러)",윤준형,"서현우,조민경,임한성,안현빈,안민영,장세원,김승비,이옥봉,이익수,김학준,김우진,윤효진,황연희,나종기,김진혁,박은홍,서성광,이새로미,곽민준,황기석,허종오,이정철,황대중,안재만,김종대,백인우,강민지"
154.0,"포켓몬스터: 성도지방 이야기, 최종장",2024-05-01,1384022257.0,0.001,1384022257.0,157102.0,157102.0,710.0,9484.0,일본,일본,,롯데컬처웍스(주)롯데엔터테인먼트,전체관람가,애니메이션,유야마 쿠니히코,
155.0,가여운 것들,2024-03-06,1561295765.0,0.001,1561295765.0,156105.0,156105.0,471.0,12023.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,청소년관람불가,"드라마,코미디,멜로/로맨스",요르고스 란티모스,"엠마 스톤,마크 러팔로,윌렘 데포"
156.0,불릿 트레인,2022-08-24,1554615073.0,0.001,1554615073.0,143620.0,143620.0,904.0,19957.0,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,청소년관람불가,액션,데이빗 레이치,"브래드 피트,조이 킹,애론 테일러 존슨,브라이언 타이리 헨리,배드 버니"
157.0,눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,2022-12-22,1301016791.0,0.0,1301016791.0,141354.0,141354.0,626.0,6835.0,기타,기타,,메가박스중앙(주),전체관람가,애니메이션,알렉세이 트시칠린,
158.0,극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,2023-09-28,1278771994.0,0.0,1278771994.0,141025.0,141025.0,601.0,8252.0,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,,
159.0,아가일,2024-02-07,1442627957.0,0.001,1442627957.0,140533.0,140533.0,841.0,15934.0,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,"액션,코미디",매튜 본,"헨리 카빌,브라이스 달라스 하워드,샘 록웰,브라이언 크랜스톤,캐서린 오하라,두아 리파,아리아나 데보스,존 시나,사무엘 L. 잭슨"
160.0,극장판 슈퍼윙스: 맥시멈 스피드,2023-07-20,1192070958.0,0.0,1192070958.0,135976.0,135976.0,407.0,6202.0,한국,한국,(주)퍼니플럭스,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,정길훈,"문남숙,장은숙,최보배,전태열,이재범,엄상현"
161.0,보호자,2023-08-15,1238586700.0,0.0,1238586700.0,128487.0,128487.0,685.0,10996.0,한국,한국,(주)영화사테이크,(주)에이스메이커무비웍스,15세이상관람가,"액션,드라마",정우성,"정우성,김남길,김준한,박성웅,박유나,이엘리야,류지안,박성준,문성환,김주헌,박성근,김문학,박용,이은경,이효비,최수임,김준현,길창규,나종민,허승,김윤도,임준혁,이한결,오경택,이재성,송지우,신윤주,이가연,이세인,이하은,김서빈,이수민,김하나,권은성,최낙권,한대훈,배향,선우,강신하,이두석,민상우,박진영,김윤정"
162.0,길위에 김대중,2024-01-10,1217366609.0,0.0,1217366609.0,127903.0,127903.0,414.0,9928.0,한국,한국,"(주)명필름,(주)시네마6411","(주)아이오케이컴퍼니,(주)명필름,(주)시네마6411",12세이상관람가,다큐멘터리,민환기,"김대중,김도영,김재록,서석규,김남희,장현성"
163.0,패스트 라이브즈,2024-03-06,1177210399.0,0.0,1177210399.0,126437.0,126437.0,613.0,15750.0,미국,미국,,(주)씨제이이엔엠,12세이상관람가,드라마,셀린 송,"그레타 리,유태오,존 마가로"
164.0,두다다쿵: 후후섬의 비밀,2023-02-15,1136395650.0,0.0,1136395650.0,125978.0,125978.0,514.0,8549.0,한국,한국,아이스크림 스튜디오(주),(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"최병선,김지윤",
165.0,메가로돈 2,2023-08-15,1314843169.0,0.0,1314843169.0,125935.0,125935.0,415.0,7812.0,미국,미국,,워너브러더스 코리아(주),12세이상관람가,액션,벤 휘틀리,"제이슨 스타뎀,오경"
167.0,블루 자이언트,2023-10-18,1175687658.0,0.0,1175687658.0,121505.0,121505.0,574.0,13250.0,일본,일본,,판씨네마(주),12세이상관람가,애니메이션,타치카와 유즈루,"야마다 유키,마미야 쇼타로,오카야마 아마네"
168.0,그란 투리스모,2023-09-20,1200410739.0,0.0,1200410739.0,120125.0,120125.0,883.0,17744.0,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,액션,,
169.0,몬스터 패밀리 2,2023-08-02,996981533.0,0.0,996981533.0,119568.0,119568.0,434.0,6752.0,영국,영국,,메가박스중앙(주),전체관람가,애니메이션,호거 태프,"에밀리 왓슨,닉 프로스트,제시카 브라운 핀들레이"
170.0,다음 소희,2023-02-08,1130701168.0,0.0,1130701168.0,118953.0,118953.0,562.0,11008.0,한국,한국,"트윈플러스파트너스(주),크랭크업필름(주)",트윈플러스파트너스(주),15세이상관람가,드라마,정주리,"김시은,배두나,박우영,이인영,박희은,김용준,심희섭,정수하,박현하,이윤지,조하민,박윤희,최희진,유정호,문정웅,박서경,김우겸,김태웅,송요셉,나종민,허정도,박수영,권다함,황정민,한혜지,엄옥란,유재연,이종민,박건주,김우영,이승영,유용희,민재원,안소정,나예은,추은경,정수하,문성렬,문정웅"
171.0,말하고 싶은 비밀,2023-12-13,1121475015.0,0.0,1121475015.0,118928.0,118928.0,401.0,7788.0,일본,일본,,"(주)바이포엠스튜디오,홀리가든",전체관람가,멜로/로맨스,,사쿠라다 히요리
172.0,문재인입니다,2023-05-10,1133663035.0,0.0,1133663035.0,116959.0,116959.0,602.0,10332.0,한국,한국,다이스필름(주),유한회사 엠프로젝트,12세이상관람가,다큐멘터리,이창재,
173.0,스트레인지 월드,2022-11-23,968821831.0,0.0,968821831.0,112910.0,112910.0,699.0,8463.0,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"돈 홀,퀴 응우옌","제이크 질렌할,데니스 퀘이드,자부키 영-화이트,가브리엘 유니온,루시 리우"
174.0,에브리씽 에브리웨어 올 앳 원스+,2023-03-01,1141910984.0,0.0,1141910984.0,111591.0,111591.0,234.0,8676.0,미국,미국,,워터홀컴퍼니(주),15세이상관람가,"액션,코미디","다니엘 콴,다니엘 쉐이너트","양자경,스테파니 수,키 호이 콴,제이미 리 커티스"
175.0,캐리와 슈퍼콜라,2023-01-18,1028263819.0,0.0,1028263819.0,111366.0,111366.0,474.0,6708.0,한국,한국,(주)캐리소프트,롯데컬처웍스(주)롯데엔터테인먼트,전체관람가,애니메이션,"오성윤,이춘백","최정윤,엄상현,이다은,원옥화,정주원,이창민,한상태,김지정,강나후,김신비,소경호"
176.0,에어,2023-04-05,1063344581.0,0.0,1063344581.0,110310.0,110310.0,656.0,16487.0,미국,미국,,워너브러더스 코리아(주),15세이상관람가,드라마,벤 애플렉,"맷 데이먼,벤 애플렉,제이슨 베이트먼,마론 웨이언스,크리스 메시나,크리스 터커,비올라 데이비스"
